0.0,1.0,1.99,2.9701,3.9403,4.9009,5.8519,6.7934,7.7255,8.6482,9.5617,10.466,11.361,12.247,13.125,13.994,14.854,15.705,16.548,17.383,18.209,19.027,19.836,20.638,21.432,22.217,22.995,23.765,24.528,25.282,26.029,26.769,27.501,28.226,28.944,29.655,30.358,31.055,31.744,32.427,33.102,33.771,34.434,35.089,35.738,36.381,37.017,37.647,38.270,38.888,39.499,40.104,40.703,41.296,41.883,42.464,43.039,43.609,44.173,44.731,45.284,45.831,46.373,46.909,47.440,47.965,48.486,49.001,49.511,50.016,50.516,51.010,51.500,51.985,52.465,52.941,53.411,53.877,54.339,54.795,55.247,55.695,56.138,56.576,57.011,57.440,57.866,58.287,58.705,59.117,59.526,59.931,60.332,60.728,61.121,61.510,61.895,62.276,62.653,63.027,63.396,63.762,64.125,64.483,64.839,65.190,65.538,65.883,66.224,66.562,66.896,67.227,67.555,67.879,68.201,68.519,68.833,69.145,69.454,69.759
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.8870,2.7652,3.6335,4.4923,5.3417,6.1817,7.0126,7.8346,8.6477,9.4522,10.248,11.035,11.815,12.586,13.349,14.104,14.852,15.592,16.324,17.048,17.766,18.476,19.178,19.874,20.562,21.244,21.919,22.587,23.248,23.903,24.551,25.192,25.828,26.457,27.081,27.700,28.313,28.920,29.522,30.119,30.710,31.297,31.877,32.453,33.024,33.589,34.150,34.705,35.255,35.801,36.341,36.877,37.411,37.945,38.478,39.009,39.538,40.065,40.589,41.111,41.630,42.145,42.657,43.166,43.671,44.173,44.670,45.164,45.654,46.140,46.621,47.099,47.572,48.042,48.507,48.968,49.425,49.877,50.326,50.770,51.210,51.646,52.078,52.506,52.929,53.349,53.764,54.176,54.584,54.987,55.387,55.783,56.174,56.562,56.947,57.327,57.704,58.077,58.446,58.812,59.174,59.532,59.887,60.238,60.586,60.930,61.271,61.609,61.943,62.274,62.602,62.926,63.247,63.565,63.880,64.191,64.500,64.805
0.0,-0.04,0.8470,1.7150,2.5743,3.4242,4.2655,5.0982,5.9225,6.7385,7.5463,8.3461,9.1377,9.9215,10.697,11.465,12.225,12.978,13.723,14.461,15.192,15.915,16.630,17.339,18.041,18.735,19.423,20.104,20.779,21.447,22.108,22.763,23.411,24.053,24.688,25.317,25.941,26.558,27.170,27.777,28.378,28.974,29.565,30.150,30.730,31.305,31.875,32.440,33.000,33.554,34.104,34.649,35.188,35.723,36.253,36.783,37.314,37.844,38.373,38.899,39.423,39.944,40.463,40.978,41.490,41.998,42.503,43.004,43.502,43.995,44.485,44.970,45.452,45.929,46.403,46.872,47.337,47.798,48.255,48.707,49.156,49.600,50.040,50.476,50.908,51.336,51.759,52.179,52.594,53.006,53.413,53.817,54.216,54.612,55.004,55.392,55.776,56.157,56.533,56.906,57.276,57.641,58.003,58.362,58.716,59.068,59.416,59.760,60.101,60.439,60.773,61.104,61.431,61.756,62.077,62.394,62.709,63.021,63.329,63.635
0.0,-0.04,0.7440,1.6018,2.4591,3.3086,4.1497,4.9824,5.8067,6.6228,7.4308,8.2307,9.0226,9.8065,10.582,11.351,12.111,12.864,13.610,14.348,15.079,15.802,16.518,17.227,17.929,18.624,19.312,19.993,20.667,21.335,21.996,22.650,23.297,23.939,24.573,25.202,25.824,26.440,27.050,27.653,28.251,28.843,29.429,30.008,30.582,31.151,31.714,32.271,32.822,33.368,33.908,34.444,34.973,35.498,36.017,36.531,37.040,37.544,38.042,38.536,39.025,39.509,39.988,40.462,40.932,41.397,41.857,42.313,42.764,43.210,43.652,44.090,44.523,44.952,45.377,45.797,46.213,46.625,47.048,47.493,47.940,48.383,48.823,49.259,49.690,50.118,50.541,50.960,51.376,51.787,52.194,52.598,52.997,53.393,53.785,54.173,54.557,54.937,55.314,55.686,56.056,56.421,56.783,57.142,57.496,57.848,58.195,58.540,58.881,59.218,59.553,59.883,60.211,60.535,60.856,61.174,61.489,61.800,62.109,62.414
0.0,1.0,1.8870,2.7550,3.6133,4.4629,5.3040,6.1366,6.9610,7.7771,8.5851,9.3850,10.176,10.960,11.736,12.505,13.265,14.019,14.764,15.502,16.233,16.956,17.672,18.381,19.083,19.778,20.466,21.147,21.821,22.489,23.150,23.804,24.452,25.093,25.728,26.356,26.978,27.594,28.204,28.808,29.405,29.997,30.583,31.163,31.737,32.305,32.868,33.425,33.976,34.522,35.063,35.598,36.128,36.652,37.171,37.685,38.194,38.698,39.197,39.690,40.179,40.663,41.142,41.617,42.086,42.551,43.011,43.467,43.918,44.364,44.806,45.244,45.677,46.106,46.531,46.951,47.368,47.780,48.188,48.593,48.998,49.403,49.808,50.213,50.616,51.018,51.419,51.818,52.215,52.610,53.002,53.392,53.779,54.164,54.546,54.925,55.302,55.675,56.045,56.412,56.776,57.137,57.495,57.849,58.201,58.549,58.894,59.236,59.575,59.910,60.243,60.572,60.898,61.221,61.541,61.858,62.171,62.482,62.790,63.095
0.0,-0.04,0.6490,1.4974,2.4086,3.3328,4.2651,5.1972,6.1245,7.0446,7.9568,8.8604,9.7554,10.641,11.518,12.387,13.247,14.099,14.942,15.776,16.602,17.420,18.230,19.031,19.825,20.611,21.389,22.159,22.921,23.676,24.423,25.163,25.895,26.620,27.338,28.048,28.752,29.448,30.137,30.820,31.496,32.165,32.827,33.483,34.132,34.774,35.410,36.040,36.664,37.281,37.892,38.497,39.096,39.689,40.276,40.857,41.433,42.002,42.566,43.125,43.677,44.224,44.766,45.302,45.833,46.359,46.879,47.394,47.904,48.409,48.909,49.404,49.894,50.379,50.859,51.334,51.805,52.271,52.732,53.188,53.641,54.088,54.531,54.970,55.404,55.834,56.259,56.681,57.098,57.511,57.920,58.324,58.725,59.122,59.514,59.903,60.288,60.669,61.046,61.420,61.790,62.156,62.518,62.877,63.232,63.584,63.932,64.276,64.617,64.955,65.290,65.621,65.948,66.273,66.594,66.912,67.227,67.538,67.847,68.152
0.0,-1.0,-1.039,-0.524,0.1372,0.9460,1.8206,2.7230,3.6336,4.5451,5.4525,6.3536,7.2471,8.1325,9.0094,9.8778,10.737,11.588,12.431,13.266,14.092,14.910,15.719,16.521,17.315,18.100,18.878,19.648,20.411,21.165,21.912,22.652,23.384,24.109,24.827,25.538,26.241,26.938,27.627,28.310,28.985,29.654,30.317,30.972,31.621,32.264,32.900,33.530,34.154,34.771,35.382,35.987,36.586,37.179,37.766,38.347,38.922,39.492,40.056,40.614,41.167,41.714,42.256,42.792,43.323,43.848,44.369,44.884,45.394,45.899,46.399,46.893,47.383,47.868,48.349,48.824,49.294,49.760,50.222,50.678,51.130,51.578,52.021,52.459,52.894,53.324,53.749,54.170,54.588,55.000,55.409,55.814,56.215,56.611,57.004,57.393,57.778,58.159,58.536,58.910,59.279,59.645,60.008,60.366,60.722,61.073,61.421,61.766,62.107,62.445,62.779,63.110,63.438,63.762,64.084,64.402,64.716,65.028,65.337,65.642
0.0,-0.04,0.752,1.5282,2.3526,3.1829,4.0202,4.8562,5.6874,6.5119,7.3292,8.1388,8.9405,9.7343,10.520,11.298,12.068,12.831,13.586,14.333,15.073,15.806,16.531,17.249,17.960,18.663,19.360,20.050,20.734,21.410,22.080,22.744,23.400,24.050,24.694,25.331,25.962,26.588,27.208,27.822,28.431,29.034,29.632,30.225,30.812,31.394,31.970,32.541,33.107,33.668,34.224,34.775,35.321,35.901,36.482,37.057,37.628,38.193,38.753,39.308,39.858,40.402,40.941,41.475,42.004,42.528,43.046,43.560,44.069,44.572,45.071,45.565,46.054,46.538,47.017,47.492,47.962,48.427,48.888,49.344,49.796,50.243,50.686,51.124,51.558,51.988,52.413,52.834,53.251,53.664,54.073,54.477,54.878,55.274,55.667,56.056,56.440,56.821,57.199,57.572,57.942,58.308,58.670,59.029,59.384,59.735,60.084,60.428,60.769,61.107,61.441,61.772,62.100,62.425,62.746,63.064,63.378,63.690,63.999,64.304
0.0,1.0,1.7840,2.5712,3.3494,4.1270,4.9023,5.6756,6.4465,7.2146,7.9795,8.7407,9.4979,10.250,10.998,11.742,12.480,13.212,13.939,14.661,15.377,16.087,16.791,17.489,18.181,18.867,19.554,20.235,20.911,21.580,22.242,22.898,23.547,24.190,24.826,25.456,26.079,26.697,27.309,27.916,28.517,29.114,29.704,30.290,30.870,31.445,32.015,32.580,33.139,33.694,34.244,34.789,35.328,35.863,36.406,36.972,37.534,38.093,38.648,39.199,39.744,40.285,40.821,41.352,41.878,42.400,42.917,43.428,43.935,44.438,44.935,45.428,45.916,46.399,46.878,47.352,47.821,48.286,48.746,49.201,49.653,50.099,50.542,50.980,51.413,51.843,52.268,52.689,53.106,53.518,53.927,54.331,54.732,55.128,55.521,55.909,56.294,56.675,57.052,57.425,57.795,58.161,58.523,58.882,59.237,59.588,59.937,60.281,60.622,60.960,61.294,61.625,61.953,62.277,62.599,62.917,63.231,63.543,63.851,64.157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0,-0.405,0.4141,1.2639,2.1120,2.9528,3.7854,4.6097,5.4258,6.2338,7.0337,7.8255,8.6095,9.3856,10.154,10.914,11.667,12.413,13.151,13.882,14.605,15.321,16.030,16.732,17.427,18.115,18.796,19.470,20.138,20.799,21.453,22.100,22.742,23.376,24.005,24.627,25.243,25.853,26.456,27.054,27.646,28.232,28.811,29.385,29.954,30.517,31.074,31.625,32.171,32.711,33.247,33.776,34.301,34.820,35.334,35.843,36.347,36.845,37.339,37.828,38.312,38.791,39.265,39.735,40.200,40.660,41.116,41.567,42.013,42.455,42.893,43.326,43.755,44.180,44.600,45.016,45.428,45.836,46.240,46.641,47.041,47.442,47.842,48.241,48.640,49.037,49.433,49.827,50.220,50.610,50.998,51.384,51.767,52.148,52.526,52.901,53.273,53.643,54.009,54.372,54.732,55.090,55.444,55.795,56.142,56.487,56.829,57.167,57.502,57.834,58.163,58.489,58.812,59.132,59.449,59.762,60.073,60.380,60.685
0.0,-0.04,-0.079,0.4488,1.1692,2.0082,2.8858,3.7884,4.6990,5.6106,6.5180,7.4191,8.3126,9.1980,10.074,10.943,11.803,12.654,13.497,14.331,15.157,15.975,16.785,17.587,18.380,19.166,19.944,20.714,21.476,22.231,22.978,23.718,24.450,25.175,25.893,26.603,27.307,28.003,28.693,29.375,30.051,30.720,31.382,32.038,32.687,33.329,33.966,34.595,35.219,35.836,36.447,37.052,37.651,38.244,38.831,39.413,39.988,40.557,41.121,41.680,42.232,42.779,43.321,43.857,44.388,44.914,45.434,45.949,46.459,46.964,47.464,47.959,48.449,48.934,49.414,49.889,50.360,50.826,51.287,51.744,52.196,52.643,53.086,53.525,53.959,54.389,54.815,55.236,55.653,56.066,56.475,56.880,57.280,57.677,58.070,58.458,58.843,59.224,59.602,59.975,60.345,60.711,61.073,61.432,61.787,62.139,62.487,62.831,63.173,63.510,63.845,64.176,64.503,64.828,65.149,65.467,65.782,66.094,66.402,66.708
0.0,-0.04,-0.174,-0.213,0.2508,0.8829,1.6638,2.5028,3.3821,4.2748,5.1723,6.0674,6.9574,7.8403,8.7156,9.5826,10.441,11.292,12.135,12.969,13.795,14.613,15.423,16.225,17.018,17.804,18.582,19.352,20.114,20.869,21.616,22.356,23.088,23.813,24.531,25.241,25.945,26.641,27.330,28.013,28.689,29.358,30.020,30.676,31.325,31.967,32.604,33.233,33.857,34.474,35.085,35.690,36.289,36.882,37.469,38.050,38.626,39.195,39.759,40.318,40.870,41.417,41.959,42.495,43.026,43.552,44.072,44.587,45.097,45.602,46.102,46.597,47.087,47.572,48.052,48.527,48.998,49.464,49.925,50.382,50.834,51.281,51.724,52.163,52.597,53.027,53.453,53.874,54.291,54.704,55.113,55.517,55.918,56.315,56.708,57.096,57.481,57.862,58.239,58.613,58.983,59.349,59.711,60.070,60.425,60.777,61.125,61.469,61.810,62.148,62.483,62.814,63.141,63.466,63.787,64.105,64.420,64.731,65.040,65.345
0.0,-1.0,-1.039,-0.347,0.3324,1.1075,1.9030,2.7194,3.5406,4.3619,5.1790,5.9907,6.7956,7.5934,8.3838,9.1668,9.9423,10.710,11.470,12.224,12.970,13.708,14.439,15.164,15.881,16.591,17.293,17.989,18.680,19.363,20.040,20.710,21.373,22.030,22.680,23.324,23.962,24.593,25.218,25.838,26.483,27.145,27.800,28.449,29.092,29.728,30.359,30.982,31.600,32.212,32.817,33.417,34.010,34.598,35.183,35.764,36.339,36.908,37.471,38.029,38.581,39.128,39.670,40.206,40.736,41.262,41.782,42.297,42.807,43.311,43.811,44.306,44.796,45.281,45.761,46.236,46.706,47.172,47.633,48.090,48.542,48.989,49.433,49.871,50.305,50.735,51.161,51.582,51.999,52.412,52.821,53.226,53.626,54.023,54.416,54.804,55.189,55.570,55.948,56.321,56.691,57.057,57.419,57.778,58.133,58.485,58.833,59.177,59.519,59.856,60.191,60.522,60.849,61.174,61.495,61.813,62.128,62.439,62.748,63.053
0.0,-0.04,0.752,1.4466,2.2166,2.9764,3.7445,4.5119,5.2792,6.0443,6.8067,7.5656,8.3206,9.0711,9.8172,10.558,11.294,12.025,12.751,13.471,14.186,14.895,15.598,16.295,16.987,17.672,18.352,19.031,19.704,20.372,21.034,21.689,22.338,22.980,23.616,24.246,24.870,25.488,26.100,26.706,27.307,27.906,28.501,29.092,29.677,30.257,30.831,31.401,31.965,32.524,33.079,33.628,34.172,34.711,35.246,35.786,36.343,36.896,37.447,37.993,38.535,39.072,39.604,40.133,40.659,41.180,41.696,42.208,42.715,43.217,43.714,44.207,44.695,45.178,45.657,46.130,46.600,47.064,47.525,47.980,48.431,48.878,49.321,49.758,50.192,50.622,51.047,51.468,51.884,52.297,52.705,53.110,53.510,53.907,54.299,54.688,55.073,55.453,55.831,56.204,56.574,56.939,57.302,57.660,58.016,58.367,58.715,59.060,59.401,59.738,60.073,60.404,60.732,61.056,61.377,61.695,62.010,62.322,62.630,62.935
0.0,1.0,1.7840,2.5712,3.3414,4.1039,4.8578,5.6048,6.3455,7.0805,7.8099,8.5341,9.2532,9.9691,10.681,11.390,12.094,12.795,13.492,14.185,14.874,15.558,16.238,16.913,17.583,18.249,18.910,19.566,20.218,20.865,21.507,22.145,22.778,23.406,24.029,24.646,25.259,25.867,26.469,27.066,27.658,28.244,28.826,29.403,29.976,30.543,31.107,31.665,32.219,32.768,33.312,33.851,34.386,34.917,35.442,35.963,36.481,36.996,37.510,38.022,38.532,39.038,39.553,40.075,40.596,41.115,41.630,42.140,42.647,43.148,43.645,44.137,44.625,45.108,45.586,46.060,46.529,46.993,47.453,47.908,48.359,48.806,49.248,49.686,50.120,50.549,50.974,51.395,51.811,52.224,52.632,53.037,53.437,53.833,54.226,54.614,54.999,55.380,55.757,56.130,56.500,56.866,57.228,57.587,57.942,58.293,58.641,58.986,59.327,59.665,59.999,60.330,60.658,60.982,61.303,61.621,61.936,62.248,62.556,62.862
